,id,rank,slug,name,symbol,category,rounds,tokenRole,totalTokensForSale
16,124,41,theta-token,Theta Token,THETA,Entertainment,"[{'endDate': '2018-01-04', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.12, 'hardCap': 20000000, 'raise': 20000000}, 'BTC': {'price': 7.797e-06}, 'ETH': {'price': 0.0001587}}}]",,
17,3436,42,fantom,Fantom,FTM,Blockchain infrastructure,"[{'startDate': '2018-06-15', 'endDate': '2018-06-15', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.0438}, 'ETH': {'price': 8.634e-05}}}, {'startDate': '2018-05-01', 'endDate': '2018-06-10', 'type': 'Private/Pre-sale', 'tokensForSale': 0, 'values': {'ETH': {'price': 8.634e-05}, 'USD': {'price': 0.0438, 'raise': 37400000}}}]",,
18,21407,43,sandbox,The Sandbox,SAND,Gaming,"[{'startDate': '2020-08-06', 'endDate': '2020-08-13', 'type': 'IEO', 'tokensForSale': 360000000, 'values': {'USD': {'price': 0.008333, 'hardCap': 3000000, 'raise': 3000000}}, 'ieoPlatformExchange': {'id': 2, 'name': 'Binance', 'slug': 'binance'}}, {'type': 'Private', 'tokensForSale': 120000000, 'values': {'USD': {'price': 0.005, 'raise': 600000}}}, {'type': 'Pre-sale', 'tokensForSale': 515400000, 'values': {'USD': {'price': 0.0036, 'raise': 1855440}}}]",Utility,
19,121,44,decentraland,Decentraland,MANA,VR,"[{'startDate': '2017-08-17', 'endDate': '2017-08-19', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.024, 'hardCap': 20000000, 'raise': 24137000}, 'BTC': {'price': 5.806e-06}, 'ETH': {'price': 7.992e-05}}}]",,
20,162765,45,bit-dao,BitDAO,BIT,DeFi,"[{'startDate': '2021-08-30', 'endDate': '2021-08-30', 'type': 'IDO', 'tokensForSale': 200000000, 'values': {'USD': {'hardCap': 400000000, 'price': 1.416, 'raise': 379261197}, 'SUSHI': {'price': 0.12, 'raise': 2511100}, 'ETH': {'price': 0.000379, 'raise': 112000}}}, {'startDate': '2021-06-01', 'endDate': '2021-06-11', 'type': 'Private/Pre-sale', 'tokensForSale': 0, 'values': {'USD': {'raise': 230000000}}}]",Utility,
21,7993,48,thor-chain,THORChain,RUNE,DeFi,"[{'startDate': '2019-07-20', 'endDate': '2019-07-21', 'type': 'IEO', 'tokensForSale': 10000000, 'values': {'USD': {'price': 0.032, 'raise': 320000}, 'BNB': {'price': 0.00105}}, 'ieoPlatformExchange': {'id': 109, 'name': 'Binance Dex', 'slug': 'binance-dex'}}, {'type': 'Private/Pre-sale', 'tokensForSale': 130000000, 'values': {'USD': {'price': 0.0245, 'raise': 1600000}}}, {'startDate': '2019-07-20', 'endDate': '2019-07-21', 'type': 'IEO', 'tokensForSale': 10000000, 'values': {'USD': {'price': 0.038, 'raise': 380000}}, 'ieoPlatformExchange': {'id': 109, 'name': 'Binance Dex', 'slug': 'binance-dex'}}]",Utility,150000000.0
22,26187,49,the-graph,The Graph,GRT,Data Service,"[{'startDate': '2020-10-22', 'endDate': '2020-10-25', 'type': 'ICO', 'tokensForSale': 400000000, 'values': {'USD': {'price': 0.03, 'hardCap': 13000000, 'raise': 13000000}}}, {'type': 'Private', 'tokensForSale': 200000000, 'values': {'USD': {'price': 0.026, 'raise': 5200000}}}, {'type': 'Private', 'tokensForSale': 3400000000, 'values': {'USD': {'price': 0.003, 'raise': 7500000}}}]",Utility,
23,1258,50,tezos,Tezos,XTZ,Blockchain infrastructure,"[{'startDate': '2017-07-01', 'endDate': '2017-07-14', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.47, 'raise': 230533089}, 'BTC': {'price': 0.0002}, 'ETH': {'price': 0.0023943156225908}}}]",,
24,8549,52,klaytn,Klaytn ,KLAY,Blockchain infrastructure,"[{'startDate': '2018-12-01', 'endDate': '2018-12-31', 'type': 'Private', 'tokensForSale': 0, 'values': {'USD': {'price': 0.03}}}, {'startDate': '2019-04-01', 'endDate': '2019-04-30', 'type': 'Private', 'tokensForSale': 0, 'values': {'USD': {'price': 0.08}}}]",Utility,
25,2,53,eos,EOS,EOS,Blockchain infrastructure,"[{'startDate': '2017-06-26', 'endDate': '2018-06-26', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.99, 'raise': 4196874404}, 'BTC': {'price': 0.000159543739775508}, 'ETH': {'price': 0.00326797}}}]",,
26,61,57,zilliqa,Zilliqa,ZIL,Blockchain infrastructure,"[{'startDate': '2017-12-27', 'endDate': '2018-01-04', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.0038, 'hardCap': 22000000, 'raise': 22000000}, 'BTC': {'price': 2.57404651328021e-07}, 'ETH': {'price': 8.4656e-06}}}]",,
27,25301,59,flow,Flow,FLOW,Blockchain infrastructure,"[{'startDate': '2020-09-22', 'endDate': '2020-10-02', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.1, 'raise': 19500000}}}, {'startDate': '2020-10-06', 'endDate': '2020-10-06', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.38}}}]",Utility,25000000.0
28,7484,64,harmony,Harmony,ONE,Blockchain infrastructure,"[{'startDate': '2019-05-27', 'endDate': '2019-05-29', 'type': 'IEO', 'tokensForSale': 1575000000, 'values': {'USD': {'price': 0.003175, 'raise': 5000000}}, 'ieoPlatformExchange': {'id': 2, 'name': 'Binance', 'slug': 'binance'}}, {'endDate': '2018-12-31', 'type': 'Private/Pre-sale', 'tokensForSale': 0, 'values': {'USD': {'price': 0.0065}}}]",Utility,1575000000.0
29,172327,66,bittorrent-new,BitTorrent (new),BTT,Cloud Storage,"[{'startDate': '2018-11-01', 'endDate': '2018-12-31', 'type': 'Private/Pre-sale', 'tokensForSale': 0, 'values': {'USD': {'price': 1.77e-07, 'raise': 19300000}}}, {'startDate': '2019-01-28', 'endDate': '2019-01-28', 'type': 'IEO', 'tokensForSale': 0, 'values': {'USD': {'price': 1.2e-07, 'raise': 7200000}}, 'ieoPlatformExchange': {'id': 2, 'name': 'Binance', 'slug': 'binance'}}]",Utility,
30,3981,69,arweave,Arweave,AR,Cloud Storage,"[{'startDate': '2018-06-03', 'endDate': '2018-06-06', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'hardCap': 8700000, 'price': 0.72, 'raise': 8700000}}}]",,
31,3475,71,quant,Quant,QNT,Blockchain Service,"[{'startDate': '2018-04-02', 'endDate': '2018-04-30', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 1.51, 'hardCap': 36900000, 'raise': 15000000}, 'BTC': {'price': 0.00017946}, 'ETH': {'price': 0.002325581, 'hardCap': 57000}}}]",,
32,112,74,enjin-coin,Enjin Coin,ENJ,Gaming,"[{'startDate': '2017-10-03', 'endDate': '2017-11-01', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.0512, 'hardCap': 25000000, 'raise': 22959609}, 'BTC': {'price': 7.918e-06}, 'ETH': {'price': 0.00017}}}]",,
33,1572,78,synthetix,Synthetix,SNX,DeFi,"[{'startDate': '2018-02-26', 'endDate': '2018-02-28', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.67, 'hardCap': 30000000, 'raise': 30000000}, 'BTC': {'price': 6.3333e-05}}}]",,
34,173314,79,stepn,STEPN,GMT,Entertainment,"[{'startDate': '2022-03-02', 'endDate': '2022-03-09', 'type': 'IEO', 'tokensForSale': 420000000, 'values': {'USD': {'price': 0.01, 'raise': 4200000}}, 'ieoPlatformExchange': {'id': 2, 'name': 'Binance', 'slug': 'binance'}}, {'type': 'Private', 'tokensForSale': 978000000, 'values': {'USD': {'price': 0.005, 'raise': 5000000}}}]",,
35,4023,81,blockstack,Stacks,STX,Blockchain infrastructure,"[{'startDate': '2019-07-11', 'endDate': '2019-09-11', 'type': 'ICO', 'tokensForSale': 62000000, 'values': {'USD': {'price': 0.3, 'raise': 18600000}, 'BTC': {'price': 3.169e-05}, 'ETH': {'price': 0.001587}}}, {'type': 'Pre-sale', 'tokensForSale': 78333333, 'values': {'USD': {'price': 0.12, 'raise': 9400000}}}]",Security,
36,64,83,loopring,Loopring,LRC,DeFi,"[{'endDate': '2017-08-16', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.06}, 'BTC': {'price': 1.44606146369382e-05}, 'ETH': {'price': 0.000205575178768077}}}]",,
37,1195,84,huobi-token,Huobi Token,HT,Exchange token,"[{'startDate': '2018-01-24', 'endDate': '2018-02-28', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 1.52, 'hardCap': 300000000, 'raise': 300000000}, 'BTC': {'price': 0.000143485144120043}, 'ETH': {'price': 0.0017478486187853}}}]",,
38,2132,86,nexo,Nexo,NEXO,Financial services,"[{'startDate': '2018-03-06', 'endDate': '2018-04-01', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.1, 'hardCap': 52500000, 'raise': 52500000}, 'BTC': {'price': 1.47284677397979e-05}, 'ETH': {'price': 0.000262606157083051}}}]",,
39,3995,89,celsius,Celsius,CEL,Financial services,"[{'startDate': '2018-03-16', 'endDate': '2018-03-22', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.3, 'hardCap': 50000000, 'raise': 50000000}}}]",,
40,53,90,basic-attention-token,Basic Attention Token,BAT,Advertising,"[{'endDate': '2017-05-31', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.04}, 'BTC': {'price': 1.83679535357469e-05}, 'ETH': {'price': 0.00018025}}}]",,
41,20620,94,celo,Celo,CELO,Financial services,"[{'startDate': '2018-01-01', 'endDate': '2018-01-01', 'type': 'Private', 'tokensForSale': 0, 'values': {'USD': {'price': 0.18, 'raise': 6000000}}}, {'startDate': '2019-01-01', 'endDate': '2019-01-01', 'type': 'Private', 'tokensForSale': 0, 'values': {'USD': {'price': 1, 'raise': 30000000}}}, {'startDate': '2020-04-29', 'endDate': '2020-05-12', 'type': 'ICO', 'tokensForSale': 10000000, 'values': {'USD': {'price': 1, 'raise': 10000000}}}]",Utility,122900000.0
42,2121,95,holo,Holo,HOT,Cloud Storage,"[{'startDate': '2018-03-29', 'endDate': '2018-04-28', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.0002, 'hardCap': 20400000, 'raise': 20388500}, 'BTC': {'price': 2.16195928776056e-08}, 'ETH': {'price': 2.267e-07, 'hardCap': 30250}}}]",,
43,78266,96,mina-protocol,Mina Protocol,MINA,Blockchain infrastructure,"[{'startDate': '2021-04-13', 'endDate': '2021-04-16', 'type': 'ICO', 'tokensForSale': 75000000, 'values': {'USD': {'price': 0.25, 'raise': 18750000}}}, {'type': 'Seed', 'tokensForSale': 0, 'values': {'USD': {'price': 0.07, 'raise': 3500000}}}, {'type': 'Private', 'tokensForSale': 0, 'values': {'USD': {'price': 0.15, 'raise': 15000000}}}, {'type': 'Strategic', 'tokensForSale': 0, 'values': {'USD': {'price': 0.25, 'raise': 10900000}}}]",Utility,
44,10426,98,kadena,Kadena,KDA,Blockchain infrastructure,"[{'startDate': '2019-11-04', 'endDate': '2019-11-22', 'type': 'ICO', 'tokensForSale': 20000000, 'values': {'USD': {'raise': 10000000, 'hardCap': 10000000, 'price': 0.5}}}, {'startDate': '2019-11-04', 'endDate': '2019-11-22', 'type': 'ICO', 'tokensForSale': 10000000, 'values': {'USD': {'raise': 10000000, 'hardCap': 10000000, 'price': 1}}}, {'type': 'Private', 'tokensForSale': 1125000, 'values': {'USD': {'price': 0.5, 'raise': 2250000}}}, {'type': 'Private', 'tokensForSale': 9675000, 'values': {'USD': {'price': 0.75, 'raise': 12900000}}}]",Utility,
45,7139,101,gatechain-token,GateToken,GT,Exchange token,"[{'startDate': '2019-04-08', 'endDate': '2019-04-21', 'type': 'IEO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.4, 'hardCap': 83000000, 'raise': 83000000}}, 'ieoPlatformExchange': {'id': 23, 'name': 'Gate.io', 'slug': 'gateio'}}]",Utility,
46,21001,103,skale,Skale,SKL,Network,"[{'startDate': '2020-09-03', 'endDate': '2020-09-05', 'type': 'ICO', 'tokensForSale': 167139884, 'values': {'USD': {'price': 0.03, 'raise': 5000000}}}]",Utility,
47,6192,104,oasis-network,Oasis Network,ROSE,Cloud Computing,"[{'type': 'Private', 'tokensForSale': 0, 'values': {'USD': {'price': 0.03, 'raise': 45000000}}}, {'type': 'ICO', 'tokensForSale': 31500000, 'values': {}}]",Utility,
48,2234,106,iotex,IoTeX,IOTX,IOT,"[{'endDate': '2018-02-15', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.007, 'raise': 14025000}, 'BTC': {'price': 7.152887226131e-07}, 'ETH': {'price': 1.25e-05}}}]",,
49,77,108,iostoken,IOStoken,IOST,Blockchain infrastructure,"[{'endDate': '2018-01-03', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.01, 'hardCap': 31300000, 'raise': 31255000}, 'BTC': {'price': 6.7121099177042e-07}, 'ETH': {'price': 1.14396454044705e-05, 'hardCap': 35000}}}]",,
50,21,115,omisego,OMG Network,OMG,Network,"[{'startDate': '2017-06-23', 'endDate': '2017-06-23', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.35, 'hardCap': 25000000, 'raise': 25000000}, 'ETH': {'price': 0.001}}}]",,
51,24,116,icon,ICON,ICX,Blockchain infrastructure,"[{'startDate': '2017-09-20', 'endDate': '2017-09-20', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.11, 'hardCap': 42800000, 'raise': 42750000}, 'BTC': {'price': 2.79340192188701e-05}, 'ETH': {'price': 0.0004, 'hardCap': 150000}}}]",,
52,162643,118,glimmer,Moonbeam,GLMR,Blockchain infrastructure,"[{'type': 'Seed', 'tokensForSale': 140000000, 'values': {'USD': {'price': 0.01, 'raise': 1400000}}}, {'type': 'Strategic', 'tokensForSale': 120000000, 'values': {'USD': {'price': 0.05, 'raise': 6000000}}}, {'startDate': '2021-09-07', 'endDate': '2021-09-10', 'type': 'ICO', 'tokensForSale': 100000000, 'values': {'USD': {'price': 0.25, 'raise': 24500000}}}]",Utility,
53,101,119,gnosis-gno,Gnosis,GNO,Blockchain infrastructure,"[{'endDate': '2017-04-24', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 25.51}, 'BTC': {'price': 0.0193486657788529}, 'ETH': {'price': 0.486208229025296}}}]",,
54,3841,121,ankr-network,Ankr Network,ANKR,Cloud Computing,"[{'startDate': '2018-09-16', 'endDate': '2018-09-22', 'type': 'ICO', 'tokensForSale': 500000000, 'values': {'USD': {'price': 0.0066}, 'ETH': {'price': 2.876e-05}}}, {'startDate': '2018-04-01', 'endDate': '2018-07-01', 'type': 'Private/Pre-sale', 'tokensForSale': 3000000000, 'values': {'USD': {'price': 0.0044, 'raise': 15950000}}}]",Utility,
55,8276,123,swipe,Swipe,SXP,Financial services,"[{'startDate': '2019-08-01', 'endDate': '2019-08-01', 'type': 'Private', 'tokensForSale': 19575000, 'values': {'USD': {'price': 0.2, 'raise': 3915000}}}, {'startDate': '2019-08-02', 'endDate': '2019-08-09', 'type': 'ICO', 'tokensForSale': 40425000, 'values': {'USD': {'price': 0.2, 'raise': 8085000}}}]",Utility,
56,8773,126,kava,Kava,KAVA,DeFi,"[{'startDate': '2019-10-23', 'endDate': '2019-10-24', 'type': 'IEO', 'tokensForSale': 6521739, 'values': {'USD': {'price': 0.46, 'hardCap': 3000000, 'raise': 3000000}, 'BNB': {'price': 0.0258}, 'BTC': {'price': 6.22e-05}}, 'ieoPlatformExchange': {'id': 2, 'name': 'Binance', 'slug': 'binance'}}, {'startDate': '2019-06-15', 'endDate': '2019-06-30', 'type': 'Private', 'tokensForSale': 30050000, 'values': {'USD': {'price': 0.075, 'hardCap': 2253750, 'raise': 2253750}}}, {'startDate': '2019-07-15', 'endDate': '2019-07-31', 'type': 'Private', 'tokensForSale': 5020000, 'values': {'USD': {'price': 0.25, 'hardCap': 1255000, 'raise': 1255000}}}, {'startDate': '2019-08-15', 'endDate': '2019-08-31', 'type': 'Private', 'tokensForSale': 4930000, 'values': {'USD': {'price': 0.4, 'hardCap': 1972000, 'raise': 1972000}}}]",Utility,
57,105,131,wax,WAX,WAXP,Gaming,"[{'startDate': '2017-11-15', 'endDate': '2017-11-29', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.32, 'hardCap': 9600000, 'raise': 9600000}, 'BTC': {'price': 2.8919e-05}, 'ETH': {'price': 0.00067, 'hardCap': 20000}}}]",,
58,50244,133,anchor-protocol,Anchor Protocol,ANC,DeFi,"[{'type': 'Private', 'tokensForSale': 0, 'values': {'USD': {'price': 0.1, 'raise': 100000000}}}, {'startDate': '2021-03-17', 'endDate': '2021-03-16', 'type': 'IDO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.05}}}]",Utility,
59,90739,134,radio-caca,Radio Caca,RACA,Non-Fungible Tokens (NFT),"[{'startDate': '2021-08-27', 'endDate': '2021-08-27', 'type': 'IEO', 'tokensForSale': 100000000, 'values': {'USD': {'price': 0.000723554, 'raise': 72355}}, 'ieoPlatformExchange': {'id': 23, 'name': 'Gate.io', 'slug': 'gateio'}}]",Utility,
60,86,136,bancor,Bancor,BNT,Blockchain Service,"[{'endDate': '2017-06-12', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 3.92, 'raise': 153000000}, 'ETH': {'price': 0.01}}}]",,
61,42,137,0x,0x Protocol,ZRX,Exchange token,"[{'startDate': '2017-08-12', 'endDate': '2017-08-16', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.048, 'hardCap': 24000000, 'raise': 24000000}, 'BTC': {'price': 1.15574273953821e-05}, 'ETH': {'price': 0.000164301388566327}}}]",,
62,20649,146,just,Just,JST,Exchange token,"[{'startDate': '2020-02-01', 'endDate': '2020-02-01', 'type': 'Private', 'tokensForSale': 1089000000, 'values': {'USD': {'price': 0.003, 'raise': 4066920}}}, {'startDate': '2020-05-05', 'endDate': '2020-05-05', 'type': 'IEO', 'tokensForSale': 396000000, 'values': {'USD': {'hardCap': 799920, 'price': 0.00202, 'raise': 799920}, 'TRX': {'price': 0.124}}, 'ieoPlatformExchange': {'id': 13, 'name': 'Poloniex', 'slug': 'poloniex'}}]",Utility,1485000000.0
63,7374,147,ecomi,Ecomi,OMI,Blockchain Service,"[{'startDate': '2019-05-12', 'endDate': '2019-05-14', 'type': 'IEO', 'tokensForSale': 780000, 'values': {'USD': {'price': 7.8e-05, 'raise': 780000}}, 'ieoPlatformExchange': {'id': 57, 'name': 'Bitforex', 'slug': 'bitforex'}}]",Utility,10000000000.0
64,165915,149,immutable-x,Immutable X,IMX,Non-Fungible Tokens (NFT),"[{'startDate': '2021-11-05', 'endDate': '2021-11-05', 'type': 'IEO', 'tokensForSale': 6000000, 'values': {'USD': {'price': 0.16, 'raise': 960000}}, 'ieoPlatformExchange': {'id': 35, 'name': 'Huobi Global', 'slug': 'huobipro'}}, {'startDate': '2021-09-08', 'type': 'ICO', 'tokensForSale': 40000000, 'values': {'USD': {'price': 0.1, 'raise': 4000000}}}, {'startDate': '2021-09-08', 'type': 'ICO', 'tokensForSale': 60000000, 'values': {'USD': {'price': 0.15, 'raise': 9000000}}}, {'type': 'Private', 'tokensForSale': 285200000, 'values': {'USD': {'price': 0.1, 'raise': 28520000}}}]",Utility,
65,25944,150,e-radix,e-Radix,EXRD,Protocol,"[{'startDate': '2020-10-08', 'type': 'ICO', 'tokensForSale': 642000000, 'values': {'USD': {'price': 0.039, 'raise': 12700000}}}]",Utility,
66,1546,151,ontology,Ontology,ONT,Blockchain infrastructure,"[{'endDate': '2018-01-08', 'type': 'ICO', 'tokensForSale': 0, 'values': {'USD': {'price': 0.2}, 'BTC': {'price': 1.262e-05}}}]",Utility,
67,26300,155,rally,Rally ,RLY,DeFi,"[{'startDate': '2021-04-01', 'endDate': '2021-04-03', 'type': 'ICO', 'tokensForSale': 40000000, 'values': {'USD': {'price': 0.6}}}]",Utility,
68,100743,161,apenft,APENFT,NFT,Blockchain Service,"[{'startDate': '2021-05-20', 'endDate': '2021-05-20', 'type': 'IEO', 'tokensForSale': 3999960000000, 'values': {'USD': {'price': 7.2e-08, 'raise': 288000}}, 'ieoPlatformExchange': {'id': 35, 'name': 'Huobi Global', 'slug': 'huobipro'}}, {'startDate': '2021-05-20', 'endDate': '2021-05-20', 'type': 'IEO', 'tokensForSale': 15999840000000, 'values': {'USD': {'price': 1.32e-07, 'raise': 2112000}}, 'ieoPlatformExchange': {'id': 35, 'name': 'Huobi Global', 'slug': 'huobipro'}}]",Utility,
