,id,rank,name,symbol,category,tokenRole,totalTokensForSale,endDate,type,tokensForSale,startDate,ieoPlatformExchange,ICO_price,intended_raise,hardCap,softCap,actual_raised,platform,date_1,price_1,sale_1,cumulative_realized_ROI_1,date_2,price_2,sale_2,cumulative_realized_ROI_2,date_3,price_3,sale_3,cumulative_realized_ROI_3,date_4,price_4,sale_4,cumulative_realized_ROI_4,date_5,price_5,sale_5,cumulative_realized_ROI_5,date_6,price_6,sale_6,cumulative_realized_ROI_6
36,53,89.0,Basic Attention Token,BAT,Advertising,,,2017-05-31,ICO,0,,,0.04,,,,,,2019-12-06 00:00:00+00:00,0.18597221,0.034753556743750004,0.8688389185937501,2020-01-05 00:00:00+00:00,0.18812964,0.03671467505625,1.786705795,2020-02-04 00:00:00+00:00,0.23375048,0.03836884266783332,2.7459268616958328,2020-03-05 00:00:00+00:00,0.23150062,0.03732396306098811,3.6790259382205357,2020-04-04 00:00:00+00:00,0.15011478,0.024108016679164117,4.2817263551996385,2020-05-04 00:00:00+00:00,0.18150184,0.02396515722889517,4.880855285922018
33,61,78.0,Zilliqa,ZIL,Blockchain infrastructure,,,2018-01-04,ICO,0,2017-12-27,,0.0038,22000000.0,22000000.0,,,,2019-12-06 00:00:00+00:00,0.00568031,0.00106150793125,0.27934419243421055,2020-01-05 00:00:00+00:00,0.00457847,0.0008935170359375001,0.5144802545230263,2020-02-04 00:00:00+00:00,0.00616615,0.00101213926583706,0.7808326929012,2020-03-05 00:00:00+00:00,0.00607929,0.000980140767644745,1.0387644738603434,2020-04-04 00:00:00+00:00,0.00395834,0.000635698408523148,1.206053528734856,2020-05-04 00:00:00+00:00,0.00610596,0.0008062193277673921,1.4182165097262753
37,64,91.0,Loopring,LRC,DeFi,,,2017-08-16,ICO,0,,,0.06,,,,,,2019-12-06 00:00:00+00:00,0.02381036,0.004449561025,0.07415935041666667,2020-01-05 00:00:00+00:00,0.02195767,0.0042851765359375,0.14557895934895834,2020-02-04 00:00:00+00:00,0.02992075,0.0049113248847813,0.22743437409531334,2020-03-05 00:00:00+00:00,0.04078478,0.00657557470978059,0.3370272859249899,2020-04-04 00:00:00+00:00,0.02803525,0.00450238327368255,0.4120670071530324,2020-05-04 00:00:00+00:00,0.03458616,0.004566690686682432,0.4881785185977396
287,65,693.0,Aion,AION,Blockchain infrastructure,,,2017-11-24,ICO,0,2017-11-24,,1.0,20000000.0,20000000.0,,,,2022-02-19 00:00:00+00:00,0.09249871,0.01728569643125,0.01728569643125,2022-03-21 00:00:00+00:00,0.08671727,0.0169234172234375,0.0342091136546875,2022-04-20 00:00:00+00:00,0.090574326566,0.01486727251108023,0.04907638616576773,,,,,,,,,,,,
195,66,466.0,QASH,QASH,Exchange token,,,2017-11-08,ICO,0,2017-11-05,,0.24,106400000.0,106400000.0,,,,2022-02-19 00:00:00+00:00,0.07802479,0.01458088263125,0.060753677630208336,2022-03-21 00:00:00+00:00,0.06901856,0.01346940335,0.11687619158854166,2022-04-20 00:00:00+00:00,0.075440639116,0.012383161792876728,0.1684726990588614,,,,,,,,,,,,
139,67,341.0,aelf,ELF,Blockchain infrastructure,,,2017-12-10,ICO,0,2017-11-28,,0.099,24750000.0,24800000.0,,,,2022-02-19 00:00:00+00:00,0.33673865,0.06292803521875,0.635636719381313,2022-03-21 00:00:00+00:00,0.33302377,0.0649916701140625,1.2921182356849745,2022-04-20 00:00:00+00:00,0.33947129017,0.05572232631470583,1.8549700166415992,,,,,,,,,,,,
426,71,1006.0,Nebulas,NAS,Blockchain Service,,,2017-12-16,ICO,0,,,2.0,60000000.0,60000000.0,,,,2022-02-19 00:00:00+00:00,0.2143026,0.040047798375000006,0.020023899187500003,2022-03-21 00:00:00+00:00,0.2062793,0.040256694640625,0.0401522465078125,2022-04-20 00:00:00+00:00,0.209642731992,0.034411689765324945,0.05735809139047497,,,,,,,,,,,,
108,72,267.0,Kyber Network Krystal,KNC,Exchange token,,,2017-09-16,ICO,0,2017-09-15,,0.38,52000000.0,46000000.0,,,,2022-02-19 00:00:00+00:00,2.14359852,0.400584973425,1.0541709826973684,2022-03-21 00:00:00+00:00,3.25693599,0.6356114142984375,2.726832599272204,2022-04-20 00:00:00+00:00,4.332833022852,0.7112104692140141,4.598439097203819,,,,,,,,,,,,
745,73,1658.0,Revain,REV,Social,,,2017-09-06,ICO,0,,,0.04,,,,,,2022-02-19 00:00:00+00:00,0.00627998,0.0011735712625,0.0293392815625,2022-03-21 00:00:00+00:00,0.00489209,0.0009547219390625,0.0532073300390625,2022-04-20 00:00:00+00:00,0.004744751283,0.0007788245631642223,0.07267794411816805,,,,,,,,,,,,
1258,75,,SALT,SALT,Financial services,,,2017-08-15,ICO,0,2017-08-01,,0.89,48500000.0,48500000.0,,,,2022-02-19 00:00:00+00:00,0.10033872,0.018750798300000003,0.02106831269662922,2022-03-21 00:00:00+00:00,0.08073908,0.01575673608125,0.03877251054073034,2022-04-20 00:00:00+00:00,0.075079304202,0.012323850674175876,0.05261953377014143,,,,,,,,,,,,
136,76,338.0,GXChain,GXC,Blockchain Service,,,2017-04-05,ICO,0,,,0.13,,,,,,2022-02-19 00:00:00+00:00,1.53945836,0.28768628102500005,2.2129713925,2022-03-21 00:00:00+00:00,1.636325,0.31933905078125,4.669425629278846,2022-04-20 00:00:00+00:00,1.721561755115,0.28258479779364054,6.843154843076081,,,,,,,,,,,,
48,77,113.0,IOStoken,IOST,Blockchain infrastructure,,,2018-01-03,ICO,0,,,0.01,31255000.0,31300000.0,,,,2019-12-06 00:00:00+00:00,0.00582495,0.00108853753125,0.10885375312500001,2020-01-05 00:00:00+00:00,0.00486278,0.000949001909375,0.2037539440625,2020-02-04 00:00:00+00:00,0.00611695,0.00100406335917258,0.304160279979758,2020-03-05 00:00:00+00:00,0.00546927,0.000881789566915935,0.3923392366713515,2020-04-04 00:00:00+00:00,0.0031758,0.00051002465826276,0.44334170249762744,2020-05-04 00:00:00+00:00,0.00382379,0.0005048859480448081,0.4938302973021083
110,79,271.0,Dent,DENT,Marketplace,,,2017-07-26,ICO,0,,,0.0006,,,,,,2019-12-06 00:00:00+00:00,0.00017764,3.3196475e-05,0.055327458333333336,2020-01-05 00:00:00+00:00,0.00017035,3.32448671875e-05,0.1107355703125,2020-02-04 00:00:00+00:00,0.00017991,2.9531226992004002e-05,0.15995428196584,2020-03-05 00:00:00+00:00,0.0001734,2.79566214327e-05,0.20654865102034,2020-04-04 00:00:00+00:00,0.00011694,1.8780239164068002e-05,0.23784904962712003,2020-05-04 00:00:00+00:00,0.00015144,1.9995849137088003e-05,0.2711754648556
104,83,257.0,Power Ledger,POWR,Blockchain Service,,,2017-10-06,ICO,0,2017-09-08,,0.0838,13240000.0,,,,,2022-02-19 00:00:00+00:00,0.57219116,0.10692822302500002,1.2759931148568022,2022-03-21 00:00:00+00:00,0.51870101,0.10122774398281251,2.483961420140961,2022-04-20 00:00:00+00:00,0.521221037149,0.08555553755241438,3.5049105556112994,,,,,,,,,,,,
407,84,971.0,Dentacoin,DCN,Healthcare,,,2017-11-01,ICO,0,2017-10-01,,0.0001,1923507.0,28800000.0,,,,2022-02-19 00:00:00+00:00,1.784e-05,3.33385e-06,0.0333385,2022-03-21 00:00:00+00:00,1.14e-05,2.22478125e-06,0.0555863125,2022-04-20 00:00:00+00:00,1.0511569e-05,1.7254156532772637e-06,0.07284046903277264,,,,,,,,,,,,
7,85,25.0,ChainLink,LINK,DeFi,,,2017-09-19,ICO,0,2017-09-19,,0.11,32000000.0,32000000.0,,,,2019-12-06 00:00:00+00:00,2.01278329,0.37613887731875,3.419444339261364,2020-01-05 00:00:00+00:00,1.82482825,0.3561266381640625,6.656959231661932,2020-02-04 00:00:00+00:00,2.76840856,0.4544188849534041,10.788040003965603,2020-03-05 00:00:00+00:00,4.64358079,0.7486668410506805,17.594102195335427,2020-04-04 00:00:00+00:00,2.31121083,0.3711740392165564,20.968411642758667,2020-05-04 00:00:00+00:00,3.72812565,0.4922546094922619,25.44345354723378
47,86,111.0,Bancor,BNT,Blockchain Service,,,2017-06-12,ICO,0,,,3.92,153000000.0,,,,,2019-12-06 00:00:00+00:00,0.2685991,0.0501944568125,0.012804708370535715,2020-01-05 00:00:00+00:00,0.22298867,0.043517632629687504,0.02390614526586416,2020-02-04 00:00:00+00:00,0.25307666,0.04154112774630771,0.034503371731758985,2020-03-05 00:00:00+00:00,0.27763222,0.044761585190657906,0.04592214346406968,2020-04-04 00:00:00+00:00,0.18320931,0.02942290626717868,0.053427986899574446,2020-05-04 00:00:00+00:00,0.20377915,0.02690661080747508,0.06029191822801197
68,87,173.0,Polymath,POLY,Blockchain Service,,,2018-01-13,ICO,0,,,0.4,96194697.0,,,,,2019-12-06 00:00:00+00:00,0.0215138,0.0040203913750000006,0.0100509784375,2020-01-05 00:00:00+00:00,0.01747152,0.0034096763250000004,0.018575169250000002,2020-02-04 00:00:00+00:00,0.02635208,0.004325547530384352,0.02938903807596088,2020-03-05 00:00:00+00:00,0.02625079,0.004232314869315495,0.039969825249249614,2020-04-04 00:00:00+00:00,0.01923906,0.003089739593739132,0.047694174233597446,2020-05-04 00:00:00+00:00,0.02168561,0.0028633266376500723,0.05485249082772263
613,88,1413.0,Enigma,ENG,Blockchain infrastructure,,,2017-09-11,ICO,0,2017-09-11,,0.6,45000000.0,45000000.0,,,,2022-02-19 00:00:00+00:00,0.03827646,0.0071529134625,0.011921522437500002,2022-03-21 00:00:00+00:00,0.02037687,0.0039766735359375,0.018549311664062502,2022-04-20 00:00:00+00:00,0.033597353679,0.005514818952949751,0.02774067658564542,,,,,,,,,,,,
581,90,1343.0,TenX,PAY,Financial services,,,2017-06-24,ICO,0,,,0.64,80000000.0,,,,,2022-02-19 00:00:00+00:00,0.0420109,0.0078507869375,0.01226685458984375,2022-03-21 00:00:00+00:00,0.03633131,0.0070902822171875,0.02334542055419922,2022-04-20 00:00:00+00:00,0.039792569991,0.006531729292420808,0.03355124757360673,,,,,,,,,,,,
122,91,299.0,Request Network,REQ,Financial services,,,2017-10-16,ICO,0,2017-10-13,,0.0672,33600000.0,33600000.0,,,,2022-02-19 00:00:00+00:00,0.22807668,0.042621829575000006,0.6342534162946429,2022-03-21 00:00:00+00:00,0.21048613,0.0410776838078125,1.2455284729585194,2022-04-20 00:00:00+00:00,0.2266552837,0.03720420561326088,1.799162485060616,,,,,,,,,,,,
1177,93,,Cindicator,CND,Blockchain Service,,,2017-09-24,ICO,0,2017-09-12,,0.01,15000000.0,15000000.0,,,,2022-02-19 00:00:00+00:00,0.00520669,0.0009730001937500001,0.097300019375,2022-03-21 00:00:00+00:00,0.00121738,0.00023757931562499998,0.1210579509375,2022-04-20 00:00:00+00:00,0.000851900735,0.00013983477283052666,0.13504142822055265,,,,,,,,,,,,
1573,97,,Iconomi,ICN,,,,2016-09-29,ICO,0,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,99,343.0,SingularityNET,AGIX,Artificial Intelligence,,,2017-12-22,ICO,0,2017-12-21,,0.1,32847814.0,32800000.0,,,,2022-02-19 00:00:00+00:00,0.1123721,0.0209995361875,0.209995361875,2022-03-21 00:00:00+00:00,0.08880785,0.017331406976562498,0.383309431640625,2022-04-20 00:00:00+00:00,0.155771803339,0.025569076112266224,0.6390001927632872,,,,,,,,,,,,
1724,100,,SIRIN LABS Token,SRN,Security,,,2017-12-26,ICO,0,2017-12-12,,0.47,157885825.0,,,,,2022-02-19 00:00:00+00:00,0.00480152,0.0008972840500000001,0.0019091150000000003,2022-03-21 00:00:00+00:00,0.00286842,0.000559790090625,0.0031001577460106383,2022-04-20 00:00:00+00:00,0.003188696928,0.0005234068856065469,0.00421378941751393,,,,,,,,,,,,
39,101,94.0,Gnosis,GNO,Blockchain infrastructure,,,2017-04-24,ICO,0,,,25.51,,,,,,2019-12-06 00:00:00+00:00,13.34716992,2.4942523788,0.09777547545276362,2020-01-05 00:00:00+00:00,11.13268163,2.1726123993546875,0.1829425628441665,2020-02-04 00:00:00+00:00,14.32030764,2.350598941204875,0.2750867784931228,2020-03-05 00:00:00+00:00,16.56250284,2.670309238038631,0.3797637380399135,2020-04-04 00:00:00+00:00,10.12899608,1.626688634122689,0.44353044263115965,2020-05-04 00:00:00+00:00,20.17010195,2.6632218414678057,0.5479295740097486
127,102,315.0,Storj,STORJ,Cloud Storage,,,2017-05-25,ICO,0,2017-05-19,,0.5,30000000.0,30000000.0,,,,2022-02-19 00:00:00+00:00,1.05207045,0.19660566534375,0.3932113306875,2022-03-21 00:00:00+00:00,1.08207238,0.211173187909375,0.81555770650625,2022-04-20 00:00:00+00:00,1.249611315563,0.2051167551090417,1.2257912167243334,,,,,,,,,,,,
63,105,162.0,WAX,WAXP,Gaming,,,2017-11-29,ICO,0,2017-11-15,,0.32,9600000.0,9600000.0,,,,2019-12-06 00:00:00+00:00,0.02283511,0.0042673111812500004,0.013335347441406251,2020-01-05 00:00:00+00:00,0.01739335,0.0033944209609374997,0.02394291294433594,2020-02-04 00:00:00+00:00,0.02419176,0.003970943004258144,0.036352109832642636,2020-03-05 00:00:00+00:00,0.046118,0.007435429453479,0.05958782687476452,2020-04-04 00:00:00+00:00,0.02972193,0.004773259396422846,0.0745042624885859,2020-05-04 00:00:00+00:00,0.03485237,0.004601840548005625,0.08888501420110348
1483,106,,Genesis Vision,GVT,Trading and investment,,,2017-11-15,ICO,0,2017-10-15,,1.0,2836732.0,23000000.0,,,,2022-02-19 00:00:00+00:00,0.31239957,0.05837966964375001,0.05837966964375001,2022-03-21 00:00:00+00:00,0.37436038,0.073058767909375,0.131438437553125,2022-04-20 00:00:00+00:00,0.363438616558,0.05965642978841756,0.19109486734154257,,,,,,,,,,,,
432,110,1021.0,Raiden Network Token,RDN,Protocol,,,2017-11-01,ICO,0,2017-10-18,,0.67,33407260.0,33400000.0,,,,2022-02-19 00:00:00+00:00,0.14510652,0.027116780925,0.040472807350746265,2022-03-21 00:00:00+00:00,0.15225725,0.029713953945312503,0.08482199234375,2022-04-20 00:00:00+00:00,0.116027828029,0.019045323366758952,0.11324784811503202,,,,,,,,,,,,
240,111,576.0,Quantstamp,QSP,Security,,,2017-11-19,ICO,0,2017-11-17,,0.072,31320000.0,31300000.0,,,,2022-02-19 00:00:00+00:00,0.06017263,0.01124476023125,0.1561772254340278,2022-03-21 00:00:00+00:00,0.04633324,0.009042221368749999,0.2817636333333333,2022-04-20 00:00:00+00:00,0.072182617366,0.011848375622879862,0.4463244058733314,,,,,,,,,,,,
34,112,82.0,Enjin Coin,ENJ,Gaming,,,2017-11-01,ICO,0,2017-10-03,,0.0512,22959609.0,25000000.0,,,,2019-12-06 00:00:00+00:00,0.09364955,0.01750075965625,0.3418117120361328,2020-01-05 00:00:00+00:00,0.07716535,0.0150593003359375,0.6359386717224121,2020-02-04 00:00:00+00:00,0.11374042,0.018669858046722648,1.0005843366974638,2020-03-05 00:00:00+00:00,0.10553621,0.017015201098108005,1.3329124831448858,2020-04-04 00:00:00+00:00,0.08990144,0.014437921535779968,1.6149031381405883,2020-05-04 00:00:00+00:00,0.13646057,0.018017993732706267,1.9668170782325074
997,114,,Santiment Network Token,SAN,Trading and investment,,,2018-07-05,ICO,0,,,0.266,12060000.0,,,,,2022-02-19 00:00:00+00:00,0.21059431,0.039354811681250004,0.1479504198543233,2022-03-21 00:00:00+00:00,0.21839677,0.0426214946453125,0.30818160273143796,2022-04-20 00:00:00+00:00,0.280710527398,0.04607707355697569,0.4814036837727,,,,,,,,,,,,
1261,115,,Ignis,IGNIS,Blockchain infrastructure,,,2017-11-04,ICO,0,2017-08-05,,0.0391,21600000.0,21600000.0,,,,2022-02-19 00:00:00+00:00,0.01438447,0.0026880978312500002,0.06874930514705882,2022-03-21 00:00:00+00:00,0.01275458,0.002489136003125,0.1324100724904092,2022-04-20 00:00:00+00:00,0.014193707485,0.0023298182291014466,0.1919962164571981,,,,,,,,,,,,
99,120,250.0,Civic,CVC,Blockchain Service,,,2016-06-21,ICO,0,,,0.1,33000000.0,,,,,2022-02-19 00:00:00+00:00,0.26940911,0.050345827431250004,0.5034582743125,2022-03-21 00:00:00+00:00,0.29977382,0.058502734559375005,1.08848561990625,2022-04-20 00:00:00+00:00,0.301325395228,0.04946088958331047,1.583094515739355,,,,,,,,,,,,
16,121,44.0,Decentraland,MANA,VR,,,2017-08-19,ICO,0,2017-08-17,,0.024,24137000.0,20000000.0,,,,2019-12-06 00:00:00+00:00,0.02464778,0.0046060538875,0.19191891197916666,2020-01-05 00:00:00+00:00,0.03555547,0.0069388721921875,0.48103858665364585,2020-02-04 00:00:00+00:00,0.03917157,0.006429795593925708,0.7489467364005504,2020-03-05 00:00:00+00:00,0.04723447,0.007615433658386535,1.0662564721666559,2020-04-04 00:00:00+00:00,0.02584623,0.004150832742342306,1.2392078364309187,2020-05-04 00:00:00+00:00,0.03524463,0.004653633811228776,1.4331092452321177
111,122,272.0,Crypto.com,MCO,Financial services,,,2017-06-18,ICO,0,2017-05-18,,2.89,26700000.0,,,,,2022-02-19 00:00:00+00:00,8.6660079,1.6194602263125002,0.560366860315744,2022-03-21 00:00:00+00:00,7.92131467,1.5458940660671876,1.0952783018614836,2022-04-20 00:00:00+00:00,9.371643561323,1.5383032254882012,1.6275631549715877,,,,,,,,,,,,
20,124,54.0,Theta Token,THETA,Entertainment,,,2018-01-04,ICO,0,,,0.12,20000000.0,20000000.0,,,,2019-12-06 00:00:00+00:00,0.07759274,0.0145001432875,0.12083452739583334,2020-01-05 00:00:00+00:00,0.09345972,0.01823924848125,0.2728282647395833,2020-02-04 00:00:00+00:00,0.10724277,0.01760330489756699,0.4195224722193083,2020-03-05 00:00:00+00:00,0.1317878,0.0212476449483759,0.5965861801224408,2020-04-04 00:00:00+00:00,0.07564979,0.012149146134013336,0.6978290645725519,2020-05-04 00:00:00+00:00,0.14429568,0.01905252673278874,0.8566001206791248
120,125,294.0,StormX,STMX,Collaboration,,,2017-12-08,ICO,0,2017-11-07,,0.0113,30716420.0,27600000.0,,,,2022-02-19 00:00:00+00:00,0.01423776,0.0026606814000000004,0.23545853097345137,2022-03-21 00:00:00+00:00,0.01479639,0.0028876079859375,0.4909990607024337,2022-04-20 00:00:00+00:00,0.019224269279,0.0031555569997974435,0.7702518925429154,,,,,,,,,,,,
1793,127,,Substratum,SUB,Blockchain Service,,,2017-09-17,ICO,0,2017-08-14,,0.0817,13800000.0,45000000.0,,,,2022-02-19 00:00:00+00:00,0.00240287,0.0004490363312500001,0.005496160725214199,2022-03-21 00:00:00+00:00,0.00169473,0.0003307371515625,0.009544351074816404,2022-04-20 00:00:00+00:00,0.001668559008,0.00027388469131677516,0.012896672877959304,,,,,,,,,,,,
517,128,1210.0,Credits,CS,Blockchain infrastructure,,,2018-02-18,ICO,0,2018-02-18,,0.19,22570394.0,20000000.0,,,,2022-02-19 00:00:00+00:00,0.03386812,0.0063291049250000005,0.03331107855263158,2022-03-21 00:00:00+00:00,0.03454849,0.0067423537515625,0.06879715092927632,2022-04-20 00:00:00+00:00,0.029913266284,0.004910096474376433,0.09463976395231016,,,,,,,,,,,,
1122,131,,Po.et,POE,Verification,,,2017-08-09,ICO,0,2017-08-08,,0.0064,10000000.0,10000000.0,,,,2022-02-19 00:00:00+00:00,6.408e-05,1.197495e-05,0.0018710859375,2022-03-21 00:00:00+00:00,4.96e-05,9.67975e-06,0.003383546875,2022-04-20 00:00:00+00:00,7.2331187e-05,1.1872762502907502e-05,0.005238666016079298,,,,,,,,,,,,
1158,134,,BLOCKv,VEE,Blockchain Service,,,2017-10-25,ICO,0,2017-10-19,,0.0207,21599100.0,40000000.0,,,,2022-02-19 00:00:00+00:00,0.0051947,0.0009707595625000001,0.046896597222222225,2022-03-21 00:00:00+00:00,0.0031342,0.00061165871875,0.07644532759661837,2022-04-20 00:00:00+00:00,0.003299157128,0.0005415383137638597,0.10260659879294008,,,,,,,,,,,,
314,135,749.0,Time New Bank,TNB,Marketplace,,,2017-11-21,ICO,0,2017-11-14,,0.0171,14360000.0,14400000.0,,,,2022-02-19 00:00:00+00:00,0.00119316,0.000222971775,0.013039285087719298,2022-03-21 00:00:00+00:00,0.00151819,0.0002962842671875,0.030365850420321635,2022-04-20 00:00:00+00:00,0.002764003439,0.00045369580881434433,0.05689776906443534,,,,,,,,,,,,
1032,138,,SophiaTX,SPHTX,Blockchain infrastructure,,,2017-12-17,ICO,0,2017-12-07,,0.0716,23470356.0,82300000.0,,,,2022-03-11 00:00:00+00:00,0.00184488,0.00034476195,0.004815111033519554,,,,,,,,,,,,,,,,,,,,
1102,139,,PayPie,PPP,Financial services,,,2017-10-08,ICO,0,2017-10-08,,0.34,26000000.0,26000000.0,,,,2022-02-24 00:00:00+00:00,0.0072407,0.0013531058125,0.003979722977941177,2022-03-26 00:00:00+00:00,0.00444306052,0.00086709102960625,0.006529990712077206,,,,,,,,,,,,,,,,
678,140,1527.0,High Performance Blockchain,HPB,Blockchain infrastructure,,,2017-09-28,ICO,0,,,0.22,,,,,,2022-02-19 00:00:00+00:00,0.02871552,0.005366212800000001,0.024391876363636367,2022-03-21 00:00:00+00:00,0.03185198,0.006216112971875001,0.05264693532670456,2022-04-20 00:00:00+00:00,0.050192770732,0.008238864464700721,0.09009631925716237,,,,,,,,,,,,
84,142,215.0,MediBloc,MED,Healthcare,,,2017-12-15,ICO,0,2017-11-13,,0.0088,21271251.0,30000000.0,,,,2019-12-06 00:00:00+00:00,0.0031893,0.0005960004375,0.06772732244318182,2020-01-05 00:00:00+00:00,0.00311464,0.0006078414625,0.13680021590909092,2020-02-04 00:00:00+00:00,0.00312381,0.000512756056861164,0.19506794964331406,2020-03-05 00:00:00+00:00,0.00350225,0.000564654425678625,0.25923322528861237,2020-04-04 00:00:00+00:00,0.0025967,0.00041702280688674,0.30662218061665103,2020-05-04 00:00:00+00:00,0.00288307,0.00038067507112826406,0.349880711426681
83,147,200.0,Telcoin,TEL,Mobile,,,2017-12-31,ICO,0,2017-12-12,,0.0013,25000000.0,25000000.0,,,,2019-12-06 00:00:00+00:00,0.00028445,5.315659375e-05,0.04088968750000001,2020-01-05 00:00:00+00:00,0.00035149,6.85954703125e-05,0.09365543389423077,2020-02-04 00:00:00+00:00,0.00023818,3.9095923767192004e-05,0.12372922140745539,2020-03-05 00:00:00+00:00,0.00014611,2.3556758693955e-05,0.14184980501819003,2020-04-04 00:00:00+00:00,0.00011471,1.8422107358562e-05,0.15602065683246846,2020-05-04 00:00:00+00:00,0.00028569,3.772196341768801e-05,0.18503755176915157
1983,149,,OST,OST,,,,2017-12-01,ICO,0,2017-11-14,,0.0889,21728192.0,20000000.0,,,,2022-02-19 00:00:00+00:00,0.0018542,0.00034650362500000006,0.003897678571428572,2022-03-21 00:00:00+00:00,0.00154887,0.0003022716609375,0.007297809740579303,2022-04-20 00:00:00+00:00,0.00151945653,0.00024941034790680193,0.010103325465065264,,,,,,,,,,,,
248,155,594.0,Bluzelle,BLZ,Data Service,,,2018-01-20,ICO,0,2018-01-18,,0.12,19500000.0,19500000.0,,,,2022-02-19 00:00:00+00:00,0.19036009,0.035573541818750005,0.2964461818229167,2022-03-21 00:00:00+00:00,0.14452207,0.0282043852234375,0.5314827253515625,2022-04-20 00:00:00+00:00,0.16651403713,0.027332354109504818,0.7592523429307693,,,,,,,,,,,,
1719,158,,Ripio Credit Network,RCN,DeFi,,,2017-11-05,ICO,0,2017-10-24,,0.0743,37863045.0,37900000.0,,,,2022-02-19 00:00:00+00:00,0.0095814,0.001790524125,0.024098575033647374,2022-03-21 00:00:00+00:00,0.00838578,0.0016365373781250003,0.046124650109353973,2022-04-20 00:00:00+00:00,0.008192360691,0.001344730493948595,0.06422331086236333,,,,,,,,,,,,
1459,159,,POA Network,POA,Blockchain infrastructure,,,2017-11-17,ICO,0,,,0.0724,,,,,,2022-02-19 00:00:00+00:00,0.02092965,0.003911228343750001,0.054022490935773486,2022-03-21 00:00:00+00:00,0.0191632,0.0037398182499999997,0.10567743914019337,2022-04-20 00:00:00+00:00,0.01807234002,0.002966474211590785,0.14665083985277327,,,,,,,,,,,,
1874,160,,SpankChain,SPANK,Financial services,,,2017-11-13,ICO,0,,,0.019,,,,,,2022-02-20 00:00:00+00:00,0.00929751,0.0017374721812500001,0.0914459042763158,2022-03-22 00:00:00+00:00,0.0075066186,0.00146496353615625,0.16854924828453946,,,,,,,,,,,,,,,,
1751,162,,CRYPTO20,C20,Financial services,,,2017-12-01,ICO,0,2017-10-16,,1.0,37698373.0,75000000.0,,,,2022-02-19 00:00:00+00:00,3.19231848,0.59656451595,0.59656451595,2022-03-21 00:00:00+00:00,3.18059032,0.6207120796375,1.2172765955875,,,,,,,,,,,,,,,,
181,164,437.0,Enzyme Finance,MLN,DeFi,,,2017-02-16,ICO,0,2017-02-15,,5.83,,,,,,2022-02-19 00:00:00+00:00,56.00809956,10.466513605275,1.7952853525343053,2022-03-21 00:00:00+00:00,56.06525232,10.941484398075,3.67204082390223,2022-04-20 00:00:00+00:00,56.209259159473,9.226437614867306,5.254620174651339,,,,,,,,,,,,
780,165,1722.0,DATA,DTA,Advertising,,,2018-01-21,ICO,0,,,0.0109,37988300.0,38000000.0,,,,2022-02-19 00:00:00+00:00,6.829e-05,1.2761693750000001e-05,0.0011707975917431195,2022-03-21 00:00:00+00:00,5.285e-05,1.0314007812499999e-05,0.0021170368405963305,2022-04-20 00:00:00+00:00,5.0289363e-05,8.254719548864916e-06,0.0028743505606756803,,,,,,,,,,,,
449,167,1053.0,Ambrosus,AMB,Blockchain infrastructure,,,2017-10-22,ICO,0,2017-09-22,,0.3,32507330.0,97800000.0,,,,2022-02-19 00:00:00+00:00,0.02441968,0.0045634277,0.015211425666666667,2022-03-21 00:00:00+00:00,0.01833645,0.0035784728203125003,0.027139668401041667,2022-04-20 00:00:00+00:00,0.01822470501,0.002991484078220347,0.0371112819951095,,,,,,,,,,,,
486,170,1124.0,DeepBrain Chain,DBC,Artificial Intelligence,,,2017-12-15,ICO,0,2017-12-15,,0.0158,11755200.0,11800000.0,,,,2022-02-19 00:00:00+00:00,0.00289818,0.0005415973875000001,0.03427831566455696,2022-03-21 00:00:00+00:00,0.00167734,0.000327343384375,0.05499625138449367,2022-04-20 00:00:00+00:00,0.001729318969,0.00028385810135688583,0.07296195400201809,,,,,,,,,,,,
576,174,1336.0,SONM,SNM,Cloud Computing,,,2017-06-18,ICO,0,,,0.16,42000000.0,,,,,2022-02-19 00:00:00+00:00,0.15379671,0.02874076018125,0.17962975113281252,2022-03-21 00:00:00+00:00,0.13847203,0.0270236821046875,0.34852776428710935,2022-04-20 00:00:00+00:00,0.143193839025,0.02350447314826166,0.4954307214637447,,,,,,,,,,,,
1020,176,,Jibrel Network,JNT,Trading and investment,,,2017-12-27,ICO,0,2017-11-27,,0.25,30000000.0,30000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,184,609.0,Streamr DATAcoin,DATA,Data Service,,,2017-10-13,ICO,0,2017-10-12,,0.0615,27000000.0,27000000.0,,,,2022-02-19 00:00:00+00:00,0.08137418,0.015206799887500002,0.24726503882113826,2022-03-21 00:00:00+00:00,0.07459184,0.014557063775000002,0.4839652628048781,2022-04-20 00:00:00+00:00,0.074669031811,0.01225650674050252,0.6832580553333745,,,,,,,,,,,,
550,185,1276.0,Wabi,WABI,Blockchain Service,,,2017-11-30,ICO,0,2017-11-28,,0.24,11500000.0,11500000.0,,,,2022-02-19 00:00:00+00:00,0.13714477,0.025628928893750003,0.10678720372395835,2022-03-21 00:00:00+00:00,0.10268364,0.02003935411875,0.19028451255208337,2022-04-20 00:00:00+00:00,0.108329709885,0.017781720041086514,0.2643750127232772,,,,,,,,,,,,
