,id,rank,name,symbol,category,tokenRole,totalTokensForSale,endDate,type,tokensForSale,startDate,ieoPlatformExchange,ICO_price,intended_raise,hardCap,softCap,actual_raised,platform,date_1,price_1,sale_1,cumulative_realized_ROI_1,date_2,price_2,sale_2,cumulative_realized_ROI_2,date_3,price_3,sale_3,cumulative_realized_ROI_3,date_4,price_4,sale_4,cumulative_realized_ROI_4,date_5,price_5,sale_5,cumulative_realized_ROI_5,date_6,price_6,sale_6,cumulative_realized_ROI_6
659,90187,1493.0,PERI Finance,PERI,DeFi,Utility,,2021-05-10,IDO,29999,2021-05-10,,3.5,105000.0,,,,['duck'],2022-02-19 00:00:00+00:00,0.51123541,0.09553711724375,0.0272963192125,2022-03-21 00:00:00+00:00,0.24920414,0.048633745446875,0.04119167505446429,2022-04-20 00:00:00+00:00,0.218318801045,0.035835818299605665,0.05143048028292304,,,,,,,,,,,,
514,90190,1199.0,Drops,DOP,DeFi,Utility,,2021-05-21,IDO,333333,2021-05-21,,0.6,200000.0,,,,['POLS'],2022-02-19 00:00:00+00:00,1.72758309,0.32284208994375,0.53807014990625,2022-03-21 00:00:00+00:00,1.93260196,0.37715935125625,1.1666690686666668,2022-04-20 00:00:00+00:00,2.279185153235,0.3741155806624879,1.7901950364374801,,,,,,,,,,,,
396,90236,957.0,Media Industry Licensing Content,MLT,Media,Utility,,2021-05-17,IDO,1888888,2021-05-17,,0.09,170000.0,,,,"['BSCPAD', 'zendit']",2022-02-19 00:00:00+00:00,0.17039509,0.03184258244375,0.3538064715972223,2022-03-21 00:00:00+00:00,0.16231057,0.031675922176562496,0.7057611624479166,2022-04-20 00:00:00+00:00,0.238569215709,0.03915981136349756,1.1408701775978898,,,,,,,,,,,,
329,90238,786.0,TrustPad ,TPAD,DeFi,Utility,,2021-05-06,IDO,5000000,2021-05-05,,0.1,500000.0,,,,['TPAD'],2021-05-20 00:00:00+00:00,0.67745173,0.12659879204375002,1.2659879204375002,2021-06-19 00:00:00+00:00,0.29197852,0.05698143304375,1.835802250875,2021-07-19 00:00:00+00:00,0.08253784,0.013548127888776096,1.971283529762761,2021-08-18 00:00:00+00:00,0.23306939,0.037576889871858796,2.3470524284813488,2021-09-17 00:00:00+00:00,0.43321951,0.06957384990884512,3.0427909275698006,2021-10-17 00:00:00+00:00,0.37716358,0.04979996068201282,3.5407905343899286
765,90242,1694.0,Coldstack,CLS,Cloud Storage,Utility,,2021-05-10,IDO,500000,2021-05-10,,0.5,250000.0,,,,,2022-02-19 00:00:00+00:00,0.83256182,0.15558499011250002,0.31116998022500003,2022-03-21 00:00:00+00:00,0.52186653,0.10184551499531251,0.514861010215625,2022-04-20 00:00:00+00:00,0.770024801003,0.126395293134858,0.767651596485341,,,,,,,,,,,,
428,90249,1009.0,Mercurial Finance,MER,Blockchain Service,Utility,,2021-05-21,IDO,900000,2021-05-21,,0.125,112500.0,,,,['RAY'],2022-02-19 00:00:00+00:00,0.14016815,0.02619392303125,0.20955138425,2022-03-21 00:00:00+00:00,0.11062672,0.021589495825,0.38226735084999997,2022-04-20 00:00:00+00:00,0.112463235265,0.018460215267999912,0.5299490729939993,,,,,,,,,,,,
847,90250,1833.0,Greenheart,CBD,DeFi,Utility,,2021-05-07,IDO,4500000,2021-05-06,,0.1,450000.0,,,,"['BSCPAD', 'LPOOL', 'zendit']",2022-02-19 00:00:00+00:00,0.03954953,0.00739081841875,0.0739081841875,2022-03-21 00:00:00+00:00,0.01602969,0.0031282941890625,0.105191126078125,2022-04-20 00:00:00+00:00,0.016891405589,0.0027726303855414598,0.13291742993353958,,,,,,,,,,,,
435,90255,1026.0,IOI Token,IOI,Gaming,Utility,,2021-05-17,IDO,500000,2021-05-10,,0.4,200000.0,,,,"['PAID', 'DAO']",2022-02-19 00:00:00+00:00,0.73702956,0.137732399025,0.3443309975625,2022-03-21 00:00:00+00:00,0.55072057,0.10747656123906249,0.6130224006601562,2022-04-20 00:00:00+00:00,0.721014504031,0.11835052516851005,0.9088987135814314,,,,,,,,,,,,
1709,90263,,Prostarter,PROT,DeFi,Utility,,2021-05-12,IDO,333333,2021-05-08,,0.3,100000.0,,,,,2022-02-20 00:00:00+00:00,0.02771197,0.00517867439375,0.017262247979166666,,,,,,,,,,,,,,,,,,,,
1980,90268,,Bulk Network,BULK,Financial services,Utility,,2021-05-05,IDO,2000000,2021-05-05,,0.01,20000.0,,,,,2022-02-19 00:00:00+00:00,0.01644649,0.0030734378187500006,0.30734378187500005,2022-03-21 00:00:00+00:00,0.00900918,0.001758197784375,0.4831635603125,2022-04-20 00:00:00+00:00,0.007742646312,0.001270912377068949,0.610254798019395,,,,,,,,,,,,
221,90306,545.0,Wilder World,WILD,VR,Utility,,2021-05-11,IDO,5208333,2021-05-11,,0.048,250000.0,,,,['POLS'],2022-02-19 00:00:00+00:00,1.85367123,0.34640481110625004,7.216766898046876,2022-03-21 00:00:00+00:00,1.25013392,0.243971447825,12.299505394401042,2022-04-20 00:00:00+00:00,1.255456137925,0.2060761502282689,16.592758524156643,,,,,,,,,,,,
1091,90307,,Pinknode,PNODE,Blockchain Service,Utility,,2021-05-14,IDO,4285714,2021-05-14,,0.035,150000.0,,,,['POLS'],2022-02-19 00:00:00+00:00,0.05768322,0.0107795517375,0.3079871925,2022-03-21 00:00:00+00:00,0.04471293,0.0087260077453125,0.5573016995089285,2022-04-20 00:00:00+00:00,0.045135372688,0.007408720672658694,0.7689794330134626,,,,,,,,,,,,
